Column1,Id,Company,Acquisition date,Founded,Headcount,Headcount_bucketed,AcquiredBy,Obsolete Category,Description,Categories,Business,Acquisition Value (USD),BroadCategory,x_transition1,y_transition1,x_transition2,y_transition2,x_stable,y_stable,x_acquired1,y_acquired1,x_acquired2,y_acquired2,x_acquired_stable,y_acquired_stable
357,357,Beluga,2011,2010,10,50,Facebook,Software,Beluga offers a mobile app and web service that enables instant group messaging and content sharing.,"Messaging, Mobile, Social Media",Group messaging,,Software,50,100,57,61,57,61,50,20,50,0,50,0
358,358,Rel8tion,2011,2010,25,50,Facebook,Media/Ad/Content,Rel8tion is a mobile advertising platform that delivers relevant brand ads to mobile applications and sites.,"Advertising, Advertising Platforms",Mobile advertising,,Media/Ad/Content,50,100,53,67,53,67,50,20,50,0,50,0
359,359,Drop.io,2010,2007,50,50,Facebook,AI/ML/Analytics,Drop.io was a platform enabling users to create simple private exchange points called drops.,"EdTech, Education, Email, File Sharing, Finance, FinTech, Flash Storage, Mobile",File hosting and sharing,10000000,AI/ML/Analytics,50,100,49,59,49,59,50,20,50,0,50,0
360,360,Hot Potato,2010,2009,10,50,Facebook,AR/VR,Hot Potato is a social media agency that provides event-based services.,"Social, Social Media, Social Media Marketing",Check-ins/status updates,10000000,Media/Ad/Content,50,100,52,46,52,46,50,20,50,0,50,0
361,361,Chai Labs,2010,2007,25,50,Facebook,AR/VR,Chai Labs offers a semantic search platform that analyzes and extracts insights from real-time data points across the web.,Software,Internet applications,10000000,Software,50,100,41,49,41,49,50,20,50,0,50,0
362,362,Nextstop,2010,2009,25,50,Facebook,AI/ML/Analytics,"Nextstop features short, positive recommendations of destinations around the world, with photos, maps and factual information.","Digital Entertainment, Social, Travel",Travel recommendations,2500000,AI/ML/Analytics,50,100,55,45,55,45,50,20,50,0,50,0
363,363,ShareGrove,2010,2008,25,50,Facebook,Software,ShareGrove enables users to connect with people in social networks and host private online conversations.,"Real Time, Social Network, Web Hosting",Private conversations/Forums,,Software,50,100,40,48,40,48,50,20,50,0,50,0
364,364,Divvyshot,2010,2009,10,50,Facebook,AR/VR,Divvyshot is a photo-sharing platform that enables users to share full resolution photos with friends.,"Photo Sharing, Social Network, Web Hosting",Photo management,,Software,50,100,52,47,52,47,50,20,50,0,50,0
365,365,Octazen,2010,2006,10,50,Facebook,AR/VR,Octazen Solutions offers contact importing and viral invite scripts that enable website users to invite their contacts on other services.,"Enterprise Software, Social Network, Web Browsers",Contact importer,,Software,50,100,59,47,59,47,50,20,50,0,50,0
366,366,FriendFeed,2009,2007,50,50,Facebook,Media/Ad/Content,"FriendFeed is a feed aggregator that consolidates updates from social media, social bookmarking websites, blogs, and microblogging sites.",Social Media,Social networking aggregator,47500000,Media/Ad/Content,50,100,45,65,45,65,50,20,50,0,50,0
367,367,Parakey,2007,2005,10,50,Facebook,Software,Parakey is a web-based operating system that synchronizes the userí_í‚_í_í‚_í_Œ‚í_Œ_s desktop environment with the web.,"Social Media, Web Browsers, WebOS",Offline applications/Web desktop,,Software,50,100,44,62,44,62,50,20,50,0,50,0
368,368,Ring,2018,2012,1000,1000,Amazon,AR/VR,Ring is an outdoor home security company that provides homeowners a line of preventative outdoor security doorbells and cameras.,"Consumer Electronics, Security, Smart Home",Ring,,Hardware,50,100,54,61,54,61,50,20,0,0,0,0
369,369,Harvest.ai,2017,2016,50,50,Amazon,AI/ML/Analytics,"Harvest.ai is a data security firm that enables organizations to identify and stop data breaches, insider threats, and stolen credentials.","Artificial Intelligence, Cloud Security, Cyber Security, Predictive Analytics",Harvest.ai,,AI/ML/Analytics,50,100,49,68,49,68,50,20,0,0,0,0
370,370,Thinkbox Software,2017,2010,50,50,Amazon,AR/VR,"Thinkbox Software develops production-proven tools for entertainment, architecture, and design industries.",Software,Thinkbox Software,,Software,50,100,52,59,52,59,50,20,0,0,0,0
371,371,Do.com,2017,2013,10,50,Amazon,AR/VR,"Run Productive Meetings, Do Work You Love","Internet, Meeting Software, Software",Do.com,,Software,50,100,60,59,60,59,50,20,0,0,0,0
372,372,Souq.com,2017,2005,5000,1000,Amazon,Hardware,"Souq.com is an e-commerce store in the Arab world, offering products such as consumer electronics, fashion products, and household goods.","Consumer Electronics, E-Commerce, Shopping",Souq.com,,Hardware,50,100,56,74,56,74,50,20,0,0,0,0
373,373,Whole Foods Market,2017,1978,10000,1000,Amazon,Media/Ad/Content,Whole Foods Market is an American grocery chain that exclusively sells natural and organic products.,"Food and Beverage, Grocery, Organic Food, commerce",Whole Foods Market,,Media/Ad/Content,50,100,43,61,43,61,50,20,0,0,0,0
374,374,GameSparks,2017,2013,10,50,Amazon,AR/VR,GameSparks is a cloudbased platform for games developers to help them build and monetise their games.,"E-Commerce, Mobile, Software",GameSparks,,Software,50,100,51,40,51,40,50,20,0,0,0,0
375,375,Graphiq,2017,2009,250,250,Amazon,AI/ML/Analytics,Graphiq (formerly FindTheBest) is a data aggregation and visualization company.,"Artificial Intelligence, Big Data, Data Visualization, Market Research, Search Engine, Semantic Web",Graphiq,,AI/ML/Analytics,50,100,46,51,46,51,50,20,0,0,0,0
376,376,Wing.ae,2017,2005,50,50,Amazon,Software,"An innovative mobile and web-based delivery app for businesses and individual consumers, linking courier companies and merchants.","Information Technology, Logistics, Mobile, SaaS",Wing.ae,,Software,50,100,59,42,59,42,50,20,0,0,0,0
377,377,Body Labs,2017,2013,50,50,Amazon,AI/ML/Analytics,Body Labs provides human-aware AI that understands the way we move to make our world more personal.,"3D Technology, Artificial Intelligence, Computer Vision, Developer APIs, Machine Learning",Body Labs,,AI/ML/Analytics,50,100,43,71,43,71,50,20,0,0,0,0
378,378,Goo Technologies,2017,2011,50,50,Amazon,AR/VR,"Goo Technologies offers the Goo engine, a web-based 3D engine that can be used for games and visualizations.","3D Technology, Internet, Software, Web Development","Goo Technologies (assets acquired, became Amazon Sumerian)",,Software,50,100,42,49,42,49,50,20,0,0,0,0
379,379,Blink Home,2017,2005,50,50,Amazon,AR/VR,Blink is a company that provides Wi-Fi home security cameras.,"Consumer Electronics, Electronics, Hardware, Security",Blink Home,,Hardware,50,100,44,59,44,59,50,20,0,0,0,0
380,380,NICE,2016,1995,50,50,Amazon,AR/VR,NICE delivers comprehensive Grid & Cloud Solutions for companies and institutions,"Cloud Infrastructure, Enterprise Software, Power Grid",NICE,,Software,50,100,41,46,41,46,50,20,0,0,0,0
381,381,"Curse, Inc.",2016,2005,250,250,Amazon,Software,Curse is a global multimedia and technology company that creates content and products for gamers.,"Digital Media, Gaming, Video Games","Curse, Inc.",,Software,50,100,42,51,42,51,50,20,0,0,0,0
382,382,Biba Systems,2016,2012,50,50,Amazon,Software,Biba is a mobile-first business conferencing and messaging app that helps people get in touch instantly.,"Apps, Messaging, Mobile",Biba Systems,,Software,50,100,41,53,41,53,50,20,0,0,0,0
383,383,Cloud9 IDE,2016,2010,50,50,Amazon,AR/VR,Cloud9 IDE is a cloud-based Integrated Development Environment that allows web and mobile developers to collaborate in remote teams.,"Cloud Computing, Enterprise Software, Mobile, Open Source, Software",Cloud9 IDE,,Software,50,100,45,74,45,74,50,20,0,0,0,0
384,384,Emvantage Payments Pvt. Ltd.,2016,2012,50,50,Amazon,Software,"Emvantage offers an online payment gateway platform compatible with credit card, debit card, and net banking.","Mobile Payments, Payments",Emvantage Payments Pvt. Ltd.,,Software,50,100,47,62,47,62,50,20,0,0,0,0
385,385,Annapurna Labs,2015,2011,100,100,Amazon,Software,Annapurna Labs is inventing the next generation of cloud computing infrastructure and the storage/networking industry as a whole.,"Cloud Computing, Cloud Storage, Data Storage","Annapurna Labs, a chip designer based in Yokneam, Israel",,Software,50,100,55,59,55,59,50,20,0,0,0,0
386,386,2lemetry,2015,2011,50,50,Amazon,AR/VR,2lemetry is an IoT platform and a technology provider that powers the connected enterprise.,"Cloud Computing, Internet of Things, Software","2lemetry, Internet of Things",,Software,50,100,57,41,57,41,50,20,0,0,0,0
387,387,ClusterK,2015,2013,50,50,Amazon,AR/VR,ClusterK offers software that enables high availability in the AWS Spot Market.,Software,"ClusterK, Cloud Technology",,Software,50,100,58,40,58,40,50,20,0,0,0,0
388,388,Shoefitr,2015,2010,50,50,Amazon,AR/VR,Shoefitr provides a software solution that enables online footwear retailers to recommend shoe sizes for customers.,"E-Commerce, Fashion, Personalization, Software","Shoefitr, 3D Shoe-fitting Technology",,Software,50,100,57,61,57,61,50,20,0,0,0,0
389,389,Safaba Translation Systems,2015,2009,50,50,Amazon,AR/VR,Safaba Translation Solution provides enterprise machine translation solutions to leading global enterprises.,Software,"Safaba Translation Systems, Automated Text Translation Software",,Software,50,100,43,78,43,78,50,20,0,0,0,0
390,390,Elemental Technologies,2015,2006,500,500,Amazon,AR/VR,Elemental Technologies is the leading supplier of software-defined video solutions for multiscreen content delivery.,"Content Delivery Network, Enterprise Software, Video, Video Streaming","Elemental Technologies, video processing based in Portland, Oregon",,Software,50,100,43,59,43,59,50,20,0,0,0,0
391,391,AppThwack,2015,2012,50,50,Amazon,Software,"AppThwack is a company based in Portland, Oregon, focused on building automation tools and services.","Android, Cyber Security, iOS, Mobile, SaaS, Test and Measurement","AppThwack, mobile application testing based in Portland, Oregon",,Software,50,100,41,56,41,56,50,20,0,0,0,0
392,392,Double Helix Games,2014,2007,100,100,Amazon,Hardware,Double Helix Games is an independent game studio with a history that stretches back almost 20 years.,"Developer Platform, PC Games, Video Games",Double Helix Games,,Hardware,50,100,54,63,54,63,50,20,0,0,0,0
393,393,comiXology,2014,2007,250,250,Amazon,AI/ML/Analytics,"Comixology delivers a cloud-based digital comics platform that enables users to discover, buy, and read comics.","Cloud Data Services, Comics, Digital Entertainment, Digital Media, Reading Apps",comiXology,,AI/ML/Analytics,50,100,50,67,50,67,50,20,0,0,0,0
394,394,Twitch,2014,2007,500,500,Amazon,Media/Ad/Content,"Twitch is a social video platform for gamers where more than 100 million gather every month to broadcast, watch and talk about video games.","Social Media, Video, Video Games, Video Streaming",Twitch,,Media/Ad/Content,50,100,46,64,46,64,50,20,0,0,0,0
395,395,IVONA Software,2013,2008,25,50,Amazon,Software,Software,could not find,IVONA Software,,Software,50,100,49,76,49,76,50,20,0,0,0,0
396,396,Goodreads,2013,2007,100,100,Amazon,AR/VR,"Goodreads is a mobile and web app that allows its users to find, share, recommend, read, and review the books they like.","E-Learning, Social Media",Goodreads,,Media/Ad/Content,50,100,56,73,56,73,50,20,0,0,0,0
397,397,Liquavista,2013,2006,100,100,Amazon,AR/VR,Liquavista is a display manufacturing company that offers electro-wetting displays.,"Electronics, Hardware, Manufacturing, Software",Liquavista,,Software,50,100,55,55,55,55,50,20,0,0,0,0
398,398,"TenMarks Education, Inc.",2013,2009,50,50,Amazon,AR/VR,"TenMarks creates a web-based learning environment that simplifies assignments, automates grading, and offers videos and interactive lessons.","E-Learning, EdTech, Education","TenMarks Education, Inc.",,Software,50,100,51,73,51,73,50,20,0,0,0,0
399,399,Kiva Systems,2012,2003,1000,1000,Amazon,AI/ML/Analytics,Kiva Systems offers a mobile-robotic fulfillment system for inventory distribution centers that help companies optimize their operations.,"Hardware, Mobile, Robotics, Software",Kiva Systems,,AI/ML/Analytics,50,100,46,77,46,77,50,20,0,0,0,0
400,400,Teachstreet,2012,2007,10,50,Amazon,AR/VR,TeachStreet is an online marketplace providing information about local and online classes and teachers.,"Charter Schools, Education",Teachstreet,,Software,50,100,56,55,56,55,50,20,0,0,0,0
401,401,Evi,2012,2005,50,50,Amazon,AR/VR,Evi is a technology company focused on knowledge base and semantic search engine software.,"Mobile, Search Engine",Evi,,Software,50,100,57,62,57,62,50,20,0,0,0,0
402,402,Avalon Books,2012,1950,25,50,Amazon,Media/Ad/Content,"Avalon Books, a small, 62-year-old publisher that specializes in romance and mysteries.",not provided,Avalon Books,,Media/Ad/Content,50,100,53,77,53,77,50,20,0,0,0,0
403,403,LoveFilm,2011,2002,500,500,Amazon,AI/ML/Analytics,"LOVEFiLM is a movie subscription service of Amazon, delivering DVDs to members and providing access to an online database of movies.","Digital Entertainment, Gaming, Internet",LoveFilm,,AI/ML/Analytics,50,100,40,51,40,51,50,20,0,0,0,0
404,404,The Book Depository,2011,2004,50,50,Amazon,AI/ML/Analytics,The Book Depository is an online Internet bookstore that offers great assortment of books with free shipping worldwide.,"E-Commerce, Retail",The Book Depository,,AI/ML/Analytics,50,100,43,55,43,55,50,20,0,0,0,0
405,405,Pushbutton,2011,2002,50,50,Amazon,AI/ML/Analytics,Pushbutton is a digital agency providing interactive television content and services for platforms.,"Content, Digital Entertainment, TV",Pushbutton,,AI/ML/Analytics,50,100,54,58,54,58,50,20,0,0,0,0
406,406,Yap,2011,2008,50,50,Amazon,AI/ML/Analytics,"Yap pioneered a high accuracy, automated speech recognition platform for long duration dialogues.","Artificial Intelligence, Audio, Messaging, Mobile, Speech Recognition, Telecommunications",Yap,,AI/ML/Analytics,50,100,40,40,40,40,50,20,0,0,0,0
407,407,Touchco,2010,2009,10,50,Amazon,AR/VR,Touchco uses display transparency technology named interpolating force-sensitive resistance.,"Hardware, Software",Touchco,,Software,50,100,52,75,52,75,50,20,0,0,0,0
408,408,Woot,2010,2004,1000,1000,Amazon,Hardware,Woot.com is an online store and community that focuses on selling discounted products.,"Electronics, Fashion, Wine And Spirits",Woot,,Hardware,50,100,60,69,60,69,50,20,0,0,0,0
409,409,Quidsi,2010,2005,500,500,Amazon,AR/VR,"Quidsi is an e-commerce platform selling baby-care, household, and beauty products.","Beauty, Child Care, E-Commerce",Quidsi (formerly Diapers.com),,Media/Ad/Content,50,100,41,75,41,75,50,20,0,0,0,0
410,410,BuyVIP,2010,2006,1000,1000,Amazon,AR/VR,BuyVIP is an online shopping club offering discounts for members on fashion and lifestyle brands,"E-Commerce, Marketing, Shopping",BuyVIP,,Media/Ad/Content,50,100,48,52,48,52,50,20,0,0,0,0
411,411,Amie Street,2010,1982,25,50,Amazon,AI/ML/Analytics,"Amie Street is a web-based social music store that enables members to discover, download and share music.","Media and Entertainment, Music, Music Streaming",Amie Street,,AI/ML/Analytics,50,100,47,59,47,59,50,20,0,0,0,0
412,412,Toby Press,2010,2005,25,50,Amazon,Media/Ad/Content,Toby Press,could not find,Toby Press,,Media/Ad/Content,50,100,52,47,52,47,50,20,0,0,0,0
413,413,Zappos,2009,1999,5000,1000,Amazon,AI/ML/Analytics,Zappos is an online retailer specializing in shoes and apparel.,"E-Commerce, Retail, Shoes","Zappos, an online shoe and apparel retailer",,AI/ML/Analytics,50,100,60,64,60,64,50,20,0,0,0,0
414,414,Lexcycle,2009,2007,25,50,Amazon,Software,Lexcycle is a software development company that provides electronic book reading software.,"iOS, Mobile",Lexcycle,,Software,50,100,49,76,49,76,50,20,0,0,0,0
415,415,SnapTell,2009,2006,25,50,Amazon,AR/VR,"SnapTell provides an integrated mobile marketing solution for brands to deploy campaigns, and consumers to access content on the go.","Advertising, Marketing, Mobile","SnapTell, an image matching startup",,Software,50,100,42,60,42,60,50,20,0,0,0,0
416,416,Stanza,2009,2004,50,50,Amazon,Software,Redefining note taking and information management,Information Services,"Stanza, a rival e-book reader to Amazon's Kindle",,Software,50,100,60,70,60,70,50,20,0,0,0,0
417,417,Audible.com,2008,1999,5000,1000,Amazon,AI/ML/Analytics,"Audible is an internet provider of spoken audio entertainment, information, and educational programming.","Audio, Audiobooks, Digital Entertainment, E-Commerce, Media and Entertainment",Audible.com and Fabric.com,,AI/ML/Analytics,50,100,50,57,50,57,50,20,0,0,0,0
418,418,Fabric.com,2008,1999,10,50,Amazon,AI/ML/Analytics,Fabric.com is a wholesale distributor of apparel fabrics.,"E-Commerce, Fashion, Retail",Audible.com and Fabric.com,,AI/ML/Analytics,50,100,41,75,41,75,50,20,0,0,0,0
419,419,Box Office Mojo,2008,1999,25,50,Amazon,AI/ML/Analytics,Box Office Mojo is a tracking website that catalogues how well movies perform at the box office and tallies total film earnings.,"Analytics, Film, Media and Entertainment",Box Office Mojo,,AI/ML/Analytics,50,100,60,48,60,48,50,20,0,0,0,0
420,420,AbeBooks,2008,1996,10,50,Amazon,AR/VR,"AbeBooks is an online marketplace for new, used, rare and out-of-print books from thousands of sellers.","E-Commerce, Marketplace, Shopping",AbeBooks,,Media/Ad/Content,50,100,56,75,56,75,50,20,0,0,0,0
421,421,Shelfari,2008,2006,50,50,Amazon,Media/Ad/Content,Shelfari is a social cataloging website that allow book lovers to create virtual bookshelves and keep track of what they read.,Social Media,"Shelfari (including a 40% stake in LibraryThing and whole ownership of BookFinder.com, Gojaba.com, and FillZ)",,Media/Ad/Content,50,100,51,71,51,71,50,20,0,0,0,0
422,422,Reflexive Entertainment,2008,1997,10000,1000,Amazon,Software,Video game provider,"Gaming, Mobile, Video Games","Reflexive Entertainment, a developer of casual video games",,Software,50,100,46,42,46,42,50,20,0,0,0,0
423,423,dpreview.com,2007,1998,50,50,Amazon,Media/Ad/Content,dpreview is an online platform that publishes reviews and news on the latest digital cameras.,"E-Commerce, News, Publishing","dpreview.com, a digital photography review website based in London[citation needed]",,Media/Ad/Content,50,100,57,60,57,60,50,20,0,0,0,0
424,424,Brilliance Audio,2007,1984,250,250,Amazon,Media/Ad/Content,"Brilliance Audiopublishes audio books for consumers, resellers, and librarians in the United States.",E-Commerce,"Brilliance Audio, the largest independent publisher of audiobooks in the United States",,Media/Ad/Content,50,100,52,47,52,47,50,20,0,0,0,0
425,425,Shopbop,2006,2000,500,500,Amazon,Media/Ad/Content,"Shopbop is an online boutique for clothing, footwear, bags and accessories.","E-Commerce, Lifestyle, Shopping","Shopbop, a retailer of designer clothing and accessories for women, based in Madison, Wisconsin",,Media/Ad/Content,50,100,55,44,55,44,50,20,0,0,0,0
426,426,BookSurge,2005,2000,50,50,Amazon,Software,"BookSurge, a brand of On-Demand Publishing LLC, a subsidiary of Amazon.com Inc., is a pioneer in inventory-free book publishing, printing,","Digital Media, Printing, Publishing","BookSurge, a print on demand company",,Software,50,100,53,72,53,72,50,20,0,0,0,0
427,427,Mobipocket.com,2005,2000,25,50,Amazon,Software,Mobipocket.com became in a few years the leader for reading eBooks on mobile devices: read dozens of thousands titles on your PDA or on,Shopping,"Mobipocket.com, an e-book software company (see also Amazon.com controversies#BookSurge)",,Software,50,100,45,63,45,63,50,20,0,0,0,0
428,428,CreateSpace.com,2005,2000,500,500,Amazon,Software,"Createspace is a company that allows for individuals to publish and distribute books, music, and films to thousands of online retailers.","News, Publishing","CreateSpace.com, formerly CustomFlix, a distributor of on-demand DVDs, since expanded to include print on-demand books, CDs, and videos, based in Scotts Valley, California",,Software,50,100,55,69,55,69,50,20,0,0,0,0
429,429,Smallparts.com,2005,2000,25,50,Amazon,Hardware,"Smallparts.com, an industrial component supplier",could not find,"Smallparts.com, an industrial component supplier",,Hardware,50,100,57,70,57,70,50,20,0,0,0,0
430,430,Joyo.com,2004,1998,25,50,Amazon,Software,"Joyo.com largest online retailers of books, music and videos in China.","E-Commerce, Internet, Music, Video","Joyo.com, a Chinese e-commerce website",,Software,50,100,57,57,57,57,50,20,0,0,0,0
431,431,Online music retailer CDNow,2002,1994,25,50,Amazon,AI/ML/Analytics,CDNow is an online retailer of music-related goods.,"E-Commerce, Music, Retail",Online music retailer CDNow,,AI/ML/Analytics,50,100,56,45,56,45,50,20,0,0,0,0
432,432,Alexa Internet,1999,1996,50,50,Amazon,AR/VR,"Alexa, a subsidiary of Amazon, is a web information company that offers website information and analytics.","Digital Marketing, SEO, Web Development","Alexa Internet, a database company",,Software,50,100,54,64,54,64,50,20,0,0,0,0
433,433,Accept.com,1999,1994,25,50,Amazon,AI/ML/Analytics,Accept.Com is an E-Commerce Platforms company.,"E-Commerce Platforms, Photography, Retail","Accept.com, a financial services company",,AI/ML/Analytics,50,100,55,42,55,42,50,20,0,0,0,0
434,434,Drugstore.com,1999,1994,25,50,Amazon,Media/Ad/Content,Drugstore.com,to deleteí_í‚_í_í‚__,"Drugstore.com 40% investment in 1999, increased stake in 2000, sold stake to Walgreens in 2011 for a 90% loss",,Media/Ad/Content,50,100,54,40,54,40,50,20,0,0,0,0
435,435,GeoWorks,1999,1994,25,50,Amazon,Software,"GeoWorks, a wireless communications company, acquisition of a minority interest",could not find,"GeoWorks, a wireless communications company, acquisition of a minority interest",,Software,50,100,46,63,46,63,50,20,0,0,0,0
436,436,Pets.com,1999,1994,25,50,Amazon,Media/Ad/Content,Pets.com,to delete since not majority purchase,Pets.com í_í‚_í_í‚_í_í‚ŒëŒ± Amazon purchased a 54 percent stake,,Media/Ad/Content,50,100,41,55,41,55,50,20,0,0,0,0
437,437,LiveBid.com,1999,1996,25,50,Amazon,AI/ML/Analytics,LiveBid is a broadcast service for traditional auction houses that allows them to stream their events online and let bidders participate.,Auctions,"LiveBid.com, which produced Internet-based auction software",,AI/ML/Analytics,50,100,54,65,54,65,50,20,0,0,0,0
438,438,e-Niche Incorporated,1999,1994,25,50,Amazon,AI/ML/Analytics,Exchange.Com is a company that was acquired by Amazon in 1999.,Not provided,"e-Niche Incorporated, comprising Exchange.com, Bibliofind.com (hard-to-find book titles), and Musicfile.com (hard to find music titles)",,AI/ML/Analytics,50,100,59,62,59,62,50,20,0,0,0,0
439,439,HomeGrocer.com,1999,1994,25,50,Amazon,Media/Ad/Content,HomeGrocer.com,to delete since not majority purchase,HomeGrocer.com í_í‚_í_í‚_í_í‚ŒëŒ± Amazon purchased a 35 percent stake in this online grocer,,Media/Ad/Content,50,100,56,61,56,61,50,20,0,0,0,0
440,440,Gear.com í_í‚_í_í‚_í_í‚ŒëŒ± Amazon purchased a 49 percent stake[20] (the company was purchased by Overstock.com in 2000),1999,1994,25,50,Amazon,Media/Ad/Content,Gear.com,to delete since not majority purchase,Gear.com í_í‚_í_í‚_í_í‚ŒëŒ± Amazon purchased a 49 percent stake[20] (the company was purchased by Overstock.com in 2000),,Media/Ad/Content,50,100,42,60,42,60,50,20,0,0,0,0
441,441,Tool Crib of the North,1999,1994,25,50,Amazon,Media/Ad/Content,Tool Crib of the North sells a very wide variety of tools and home improvement items,could not find,"Tool Crib of the North, Amazon acquired the online and catalog sales division of the company in October 1999, selling a very wide variety of tools and home improvement items",,Media/Ad/Content,50,100,42,74,42,74,50,20,0,0,0,0
442,442,Convergence Corporation,1999,1996,10,50,Amazon,AR/VR,Convergence Corporation makes software to connect wireless devices to the Internet.,"Enterprise Software, Internet, Wireless","Convergence Corporation, software to connect wireless devices to the Internet",,Software,50,100,42,62,42,62,50,20,0,0,0,0
443,443,MindCorps Incorporated,1999,1994,25,50,Amazon,Software,"MindCorps Incorporated, applications for web sites including online chats to web-based databases",to delete since not majority purchase,"MindCorps Incorporated, applications for web sites including online chats to web-based databases",,Software,50,100,50,54,50,54,50,20,0,0,0,0
444,444,Della.com,1999,1994,25,50,Amazon,AI/ML/Analytics,"Della.com, gift registry, expert advice, and personalized gift suggestions",to delete since not majority purchase,"Della.com, gift registry, expert advice, and personalized gift suggestions í_í‚_í_í‚_í_í‚ŒëŒ± Amazon purchased a 20 percent stake (in April 2000, the company merged with WeddingChannel.com)",,AI/ML/Analytics,50,100,43,66,43,66,50,20,0,0,0,0
445,445,Back to Basics Toys,1999,1988,25,50,Amazon,Software,"Back To Basics Toys a catalog company, provides toys, games and puzzles, and musical products.","Internet, Toys, Video Games","Back to Basics Toys, catalog toy store[26] (sold to Scholastic in 2003)",,Software,50,100,58,48,58,48,50,20,0,0,0,0
446,446,Ashford.com,1999,1994,25,50,Amazon,Media/Ad/Content,"Ashford.com, retailer of luxury products",to delete since not majority purchase,"Ashford.com, retailer of luxury products í_í‚_í_í‚_í_í‚ŒëŒ± Amazon acquired a 16.6 percent stake",,Media/Ad/Content,50,100,46,57,46,57,50,20,0,0,0,0
447,447,Leep Technology Inc.,1999,1994,25,50,Amazon,Software,"A developer of data mining, customer relationship management, and data warehouse software Company.",not provided,"Leep Technology Inc., developer of on-line database query tools and CRM software",,Software,50,100,42,68,42,68,50,20,0,0,0,0
448,448,PlanetAll,1998,1996,25,50,Amazon,Software,"PlanetAll provides a unique Web-based address book, calendar, and reminder service.","Internet, Social Media, Web Development","PlanetAll, a reminder service based in Cambridge, Massachusetts",,Software,50,100,57,50,57,50,50,20,0,0,0,0
449,449,Junglee,1998,1996,10,50,Amazon,AI/ML/Analytics,Junglee is an Amazon service in India that works with buyers and sellers of online goods.,"E-Commerce, Retail, Shopping","Junglee, an XML-based data mining startup based in Sunnyvale",,AI/ML/Analytics,50,100,48,45,48,45,50,20,0,0,0,0
450,450,Bookpages.co.uk,1998,1993,25,50,Amazon,Media/Ad/Content,Bookpages is a company that was acquired by Amazon in 1998. Amazon.com Acquires Three Leading Internet Companies http://phx.corporate-ir.net/phoenix.zhtml?c=176060&p=irol-newsArticle&ID=502989,not provided,"Bookpages.co.uk, a UK online book retailer, which became Amazon UK on October 15, 1998",,Media/Ad/Content,50,100,57,67,57,67,50,20,0,0,0,0
451,451,Telebook,1998,1993,25,50,Amazon,Media/Ad/Content,Telebook longtime local expertise in online bookselling in Germany.,not provided,"Telebook (www.telebuch.de) was Germany's leading online bookstore, it became Amazon's German online store",,Media/Ad/Content,50,100,54,41,54,41,50,20,0,0,0,0
452,452,Internet Movie Database,1998,1990,50,50,Amazon,AI/ML/Analytics,"IMDb is a searchable online database containing millions of content related to movies, TV shows, celebrities, and crew.","Content, Media and Entertainment, TV",Internet Movie Database (IMDb),,AI/ML/Analytics,50,100,41,77,41,77,50,20,0,0,0,0
453,453,Playfab,2018,2014,50,50,Microsoft,Software,PlayFab is a cloud-based provider of tools and services for building and managing online games.,"Cloud Data Services, Developer Tools, PaaS, PC Games",Gaming backend service,,Software,50,100,43,80,43,80,50,20,100,0,100,0
454,454,SWNG,2017,2014,25,50,Microsoft,AR/VR,Swing Technologies are makers of the acclaimed 'living photo' app SWNG.,"Apps, Photography, Software",Cinemagraphic photo app,,Software,50,100,51,46,51,46,50,20,100,0,100,0
455,455,AltspaceVR,2017,2013,50,50,Microsoft,AR/VR,AltspaceVR is a virtual reality software company.,"Digital Media, Virtual Reality, Virtualization",Virtual reality,,AR/VR,50,100,57,46,57,46,50,20,100,0,100,0
456,456,Cycle Computing,2017,2005,100,100,Microsoft,AR/VR,"Cycle Computing makes deploying high performance computing on internal grids, virtualized environments, and in the cloud easy.","Cloud Computing, Software",Cloud HPC,,Software,50,100,43,54,43,54,50,20,100,0,100,0
457,457,Cloudyn,2017,2012,100,100,Microsoft,AR/VR,Cloudyn is a multi-cloud business management solution,"Cloud Computing, Cloud Infrastructure, Cloud Management, Enterprise Software, IaaS, PaaS, SaaS",Cloud Business Management,50000000,Software,50,100,44,67,44,67,50,20,100,0,100,0
458,458,Hexadite,2017,2014,50,50,Microsoft,Security,Hexadite is changing the way cyber incident response is done.,"Computer, Cyber Security, Network Security, Security",Cybersecurity,100000000,Security,50,100,56,49,56,49,50,20,100,0,100,0
459,459,Intentional Software,2017,2002,100,100,Microsoft,AR/VR,Intentional Software Corporation is creating the next generation of knowledge work by combining knowledge processing with group productivity.,"Collaboration, Productivity Tools, Software",Collaborative Productivity Platform,,Software,50,100,50,73,50,73,50,20,100,0,100,0
460,460,Deis,2017,2015,50,50,Microsoft,AR/VR,Deis Workflow is an open source PaaS that makes it easy to deploy and manage applications on your own servers.,"Computer, Software",Container Management,,Software,50,100,57,65,57,65,50,20,100,0,100,0
461,461,Simplygon,2017,2006,50,50,Microsoft,AR/VR,Donya Labs is the leading provider of automatic 3D-optimization tools for the games industry.,"3D Technology, Computer, Gaming, Software",3D Gaming,,Software,50,100,52,47,52,47,50,20,100,0,100,0
