Id,AcquiredBy,Acquisition date,Company,Business,Country,Value (USD),Derived products,Categories,Founded,Size,Size(modified),Description,BroadCategory
305,Facebook,2018,Confirm,Government Issued ID Verification Platform,"USA, Boston, Massachusetts",N/A,,Identity Management,2018,50,50,"Confirm.io makes authenticating a government issued ID easy, fast & secure.",
306,Facebook,2017,Tbh (app) logo.svg tbh (app),Anonymous social media app,"USA, Oakland, California",N/A,,"iOS, Mobile Apps, Social, Social Media",2018,,25,"tbh is an app for giving anonymous, positive feedback to friends.",
307,Facebook,2017,Ozlo,Artificial Intelligence,"USA, Palo Alto, California",N/A,Messenger,"Artificial Intelligence, Computer, Information Services, Mobile",2013,50,50,Ozlo is an intelligent assistant for iOS and the web.,
308,Facebook,2016,Faciometrics,"Computer Vision, Machine Learning","USA, Pittsburgh, Pennsylvania",N/A,,"Machine Learning, Mobile Apps, Social Media, Software",2015,,25,FacioMetrics develops facial analysis software for mobile applications.,
309,Facebook,2016,CrowdTangle,Publisher analytics,USA,N/A,,"Brand Marketing, Non Profit, Social Media",2012,50,50,CrowdTangle makes it incredibly easy to find and track content on the social web.,
310,Facebook,2016,Infiniled,Oculus VR,"Ireland, Cork",N/A,,Lighting,2010,50,50,"The design, manufacture & sale of LED based optical and illumination modules.",
311,Facebook,2016,Nascent Objects,Modular Electronics,"US, California",N/A,,"Manufacturing, Product Design, Software",2014,50,50,"Create, prototype and manufacture cloud-connected products in days.",
312,Facebook,2016,Two Big Ears,Spatial Audio,"UK, Scotland",N/A,,"Audio, Consumer Electronics, Software, Virtual Reality",2013,50,50,Two Big Ears is a Scottish company specialising in creating efficient audio toolkits for game and virtual reality developers.,
313,Facebook,2016,MSQRD (Masquerade),Visual effects (Face-swapping),"Belarus, Minsk",N/A,,"Consumer Applications, Mobile, Photo Editing",2010,10,10,Masquerade provides software solutions for video conferencing platforms.,
314,Facebook,2015,Endaga,Rural communications,"US, Oakland, California",N/A,,"Communications Infrastructure, Impact Investing, Infrastructure, Mobile, Telecommunications",2014,10,10,Endaga is a mobile platform that enables its users to create independent cellular networks for rural communities.,
315,Facebook,2015,Pebbles,"Computer vision, augmented reality","Israel, Kfar Saba","$60,000,000",,"Digital Media, Hardware, Mobile",2010,500,500,Pebbles Interfaces develops hardware and software that facilitate 3D gesture interaction in computing and electronic devices.,
316,Facebook,2015,Surreal Vision,"Computer vision, augmented reality","UK, London, England",N/A,,Software,2014,10,10,Surreal Vision we are bringing super-human visual perception to the emerging fields of mixed reality and autonomous robotics.,
317,Facebook,2015,"TheFind, Inc.",Ecommerce,"USA, Mountain View, California",N/A,,"Coupons, E-Commerce, Lifestyle, Local, Mobile, Search Engine, Shopping",2018,250,250,TheFind is an e-commerce shopping search engine providing a multichannel environment to personalize the shopping experience.,
318,Facebook,2015,Quickfire Networks,Video Compression,"USA, San Diego, California",N/A,,"Cloud Data Services, Video",2012,50,50,"Based in San Diego, QuickFire Networks solutions turbocharge the Cloud to satisfy the demands of todayâ€™s processor-intensive applications.",
319,Facebook,2015,Wit.ai,Speech recognition,"USA, Palo Alto, California",N/A,,"Artificial Intelligence, Computer, Developer APIs, Machine Learning, Software",2018,10,10,Wit.ai makes it easy for developers to build a Siri-like speech interface for their app or device.,
320,Facebook,2014,WaveGroup Sound,Sound Studio,"USA, Burlingame, California",N/A,,not provided,1995,50,50,"WaveGroup Sound is a music production studio located in Fremont, California specializing in audio post production & design.",
321,Facebook,2014,LiveRail,Publisher Monetization Platform,"USA, San Francisco, California","$500,000,000",,"Advertising, Enterprise Software, Video",2007,250,250,LiveRail is a monetization platform for video publishers.,
322,Facebook,2014,PrivateCore,Secure Server Technology,"USA, Palo Alto, California",N/A,,"Cyber Security, Security",2011,10,10,PrivateCore enables enterprises to deploy servers in outsourced environments while maintaining data security.,
323,Facebook,2014,ProtoGeo Oy,Fitness tracking app Moves,"Finland, Helsinki",N/A,,Mobile,2012,10,10,ProtoGeo is a startup focused on the development of mobile applications.,
324,Facebook,2014,Ascenta,High-altitude UAVs,"UK, Somerset, England","$20,000,000",,"Aerospace, Manufacturing",2010,,25,Ascenta (UK) provides solar-powered drones.,
325,Facebook,2014,Oculus VR,Virtual reality technology,"USA, Irvine, California","$2,000,000,000",,"Augmented Reality, Consumer Electronics, Hardware, Video Games, Virtual Reality, Virtualization",2012,1000,1000,"Oculus develops virtual reality platforms and products, including Rift, that let people experience anything, with anyone.",
326,Facebook,2014,WhatsApp.svg WhatsApp,Mobile instant messaging,"USA, Mountain View, California","$19,000,000,000",,"Android, Messaging, Mobile, Subscription Service",2009,10000,10000,"WhatsApp is a proprietary, cross-platform, free instant messaging subscription service for smartphones.",
327,Facebook,2014,Branch,Web conversation platform,"USA, New York, New York","$15,000,000",,"Internet, Messaging, Social",2011,50,50,"Branch Media builds social products to empower conversation, such as a platform for hosting and publishing invite-only conversations.",
328,Facebook,2014,Little Eye Labs,Performance analysis and monitoring tools for Android,"India, Bengaluru, Karnataka","$15,000,000",,"Android, Mobile, Test and Measurement",2012,10,10,Tools for Mobile App Development,
329,Facebook,2013,SportStream,Sports conversation analysis,"USA, San Francisco, California",N/A,,"Consumer Electronics, Mobile, Sports",2012,,25,"SportsStream offers a second-screen platform for sporting events via tweets, news feeds, photos, stats, and more.",
330,Facebook,2013,Onavo,Mobile analytics and Israel Facebook Headquarters Office,"Israel, Tel Aviv",N/A,,"Finance, Mobile, Social Network",2010,50,50,"Onavo develops mobile applications that assist its users in managing their finance, entertainment, social networking, and privacy.",
331,Facebook,2013,Jibbigo,Speech translation app,"USA, Pittsburgh, Pennsylvania",N/A,,"Apps, Audio, Big Data, Language Learning, Mobile",2009,50,50,Jibbigo is a voice translation application that you can use online or offline.,
332,Facebook,2013,Monoidics,Automatic verification software,"UK, London, England",N/A,,"Analytics, Enterprise Software, Information Technology",2009,50,50,Monoidics is a high-tech enterprise specializing in automatic formal verification and analysis of software.,
333,Facebook,2013,Parse,Mobile app backends,"USA, San Francisco, California","$85,000,000",,"Android, Cloud Computing, Enterprise Software, iOS, Mobile, PaaS",2011,50,50,"Parse offers cloud-based software developer kits that enable users to create apps for desktop, mobile, and embedded devices.",
334,Facebook,2013,Spaceport,Cross-platform game framework,"USA, Burlingame, California",N/A,,"Gaming, Mobile, Mobile Devices, Online Games, Web Development",2007,50,50,Spaceport.io is a platform that allows developers to build games for smartphone operating system using Javascript and HTML5.,
335,Facebook,2013,Hot Studio,Design agency,"USA, New York, New York, San Francisco, California",N/A,,"Internet, Social Media, Web Design",1997,100,100,Hot Studio is a design company that designs and builds digital products and services.,
336,Facebook,2018,osmeta,Mobile software,"USA, Mountain View, CA",N/A,,"Hardware, Software",2011,,25,"Osmeta, a subsidiary of Facebook, is a mobile software startup currently in stealth mode.",
337,Facebook,2013,Atlas Solutions,Atlas advertiser suite,"USA, Seattle, Washington","$100,000,000",,"Advertising, Advertising Platforms, Internet",2001,10000,10000,Atlas Solution is a remotely hosted ad serving for advertisers & publishers.,
338,Facebook,2012,Threadsy,"Threadsy is a social aggregator, Maker of social marketing tool Swaylo","USA, San Francisco, California",N/A,,"Messaging, Social Media, Social Network",2008,10,10,threadsy is an integrated communication client grouping all of a users' email and social network messages into a single inbox.,
339,Facebook,2012,Acrylic Software,RSS app Pulp and secure database app Wallet,"Canada, Vancouver, British Columbia",N/A,Facebook's design team,Software,2008,10,10,Acrylic Software is a software design studio that develops apps for Mac and iOS devices.,
340,Facebook,2012,Spool,Mobile bookmarking and sharing content,"USA, San Francisco, California",N/A,Mobile engineering team,"Enterprise Software, Mobile, Social Bookmarking, Video",2010,,25,"Spool enables users to save articles and videos to their computer, tablet and mobile phone for future online or offline access.",
341,Facebook,2012,Face.com,Face recognition platform,"Israel, Tel Aviv","$100,000,000",,"Artificial Intelligence, Cloud Storage, Facial Recognition, Machine Learning, Photography, Social Network",2005,50,50,Face.com is the largest face recognition platform on the cloud.,
342,Facebook,2012,Karma,Social gifting,"USA, San Francisco, California",N/A,Facebook Gifts,"Gift, Mobile, Social",2011,50,50,Karma Automotive is a social gifting app.,
343,Facebook,2012,Lightbox.com,Photo sharing,"UK, London, England",N/A,,"Android, Mobile, Photo Sharing",2010,10,10,"Lightbox develops consumer mobile apps such as Lightbox photos, an app that provides photo cloud-hosting solutions.",
344,Facebook,2012,Glancee,Social discovery platform,"USA, San Francisco, California",N/A,,"Android, Dating, iOS, Location Based Services, Mobile, Public Relations, Search Engine",2010,10,10,Glance is a mobile app that enables users to discover and connect with people around them.,
345,Facebook,2012,Tagtile,Customer loyalty app,"USA, San Francisco, California",N/A,,"Direct Marketing, Loyalty Programs, Mobile, Social Media",2011,10,10,Tagtile is a loyalty and direct marketing solution helping businesses identify and engage their clients to increase repeated purchase rates.,
346,Facebook,2012,Instagram logo 2016.svg Instagram,Photo sharing,"USA, San Francisco, California","$1,000,000,000",,"Mobile, Photo Sharing, Photography, Social Media",2010,500,500,"Instagram is a free photo sharing application that enables its users to take photos, apply filters, and share them on social networks.",
347,Facebook,2012,Caffeinatedmind,In-browser file transfer,"USA, California",N/A,,could not find,,,25,,
348,Facebook,2011,Gowalla,Location Based Service,"USA, Austin, Texas",N/A,,"Location Based Services, Photography, Private Social Networking, Travel",2007,50,50,"Gowalla is a social guide for its users to share and discover photos, experiences and recommendations of places and cities.",
349,Facebook,2011,Strobe,"HTML5 mobile apps, SproutCore","USA, San Francisco, California",N/A,Mobile engineering team,"iOS, Mobile, Software, Web Development",2010,50,50,Strobe is a company that is focused on capturing data points.,
350,Facebook,2011,Friend.ly,Social casual Q&A service app,"USA, Mountain View, California",N/A,,"Blogging Platforms, Social Media",2009,50,50,Friend.ly is a social Q&A site allowing users to post questions on different subjects and get them answered.,
351,Facebook,2011,Push Pop Press,Digital publishing,"USA, San Francisco, California",N/A,,"Advertising, Digital Media, Marketing",2010,10,10,Push Pop Press is a digital publishing platform that helps authors and publishers convert physical books into iPad and iPhone formats.,
352,Facebook,2011,Sofa,Software design,"Netherlands, Amsterdam",N/A,,"Developer Tools, Software",2006,50,50,Sofa is a software and interaction design company.,
353,Facebook,2011,MailRank,Email prioritization,"USA, New York, New York",N/A,,not provided,2010,,25,MailRank email that matters.,
354,Facebook,2011,DayTum,Information graphics,"USA, SoHo, New York City",N/A,,"Analytics, Big Data, Database",2011,,25,"Daytum helps you collect, categorize, and communicate your data. Whether you would like to tally an afternoon or a year, Daytum can help",
355,Facebook,2011,RecRec,Computer vision,"USA, San Francisco, California",N/A,,could not find,,,25,,
356,Facebook,2011,Snaptu,Mobile app developer,"Israel, Tel Aviv, Israel","$70,000,000",Mobile,Mobile,1994,50,50,Snaptu is a mobile application platform that runs on virtually every type of internet-enabled mobile phones.,
357,Facebook,2011,Beluga,Group messaging,"USA, Palo Alto, California",N/A,Facebook Messenger,"Messaging, Mobile, Social Media",2010,10,10,Beluga offers a mobile app and web service that enables instant group messaging and content sharing.,
358,Facebook,2011,Rel8tion,Mobile advertising,"USA, Seattle, Washington",N/A,,"Advertising, Advertising Platforms",2010,,25,Rel8tion is a mobile advertising platform that delivers relevant brand ads to mobile applications and sites.,
359,Facebook,2010,Drop.io,File hosting and sharing,"USA, Dumbo, Brooklyn, New York","$10,000,000",,"EdTech, Education, Email, File Sharing, Finance, FinTech, Flash Storage, Mobile",2007,50,50,Drop.io was a platform enabling users to create simple private exchange points called drops.,
360,Facebook,2010,Hot Potato,Check-ins/status updates,"USA, Brooklyn, New York","$10,000,000",Facebook Places,"Social, Social Media, Social Media Marketing",2009,10,10,Hot Potato is a social media agency that provides event-based services.,
361,Facebook,2010,Chai Labs,Internet applications,"USA, Mountain View, California","$10,000,000",,Software,2007,,25,Chai Labs offers a semantic search platform that analyzes and extracts insights from real-time data points across the web.,
362,Facebook,2010,Nextstop,Travel recommendations,"USA, San Francisco, California","$2,500,000",,"Digital Entertainment, Social, Travel",2009,,25,"Nextstop features short, positive recommendations of destinations around the world, with photos, maps and factual information.",
363,Facebook,2010,ShareGrove,Private conversations/Forums,"USA, San Mateo, California",N/A,Facebook Groups,"Real Time, Social Network, Web Hosting",2008,,25,ShareGrove enables users to connect with people in social networks and host private online conversations.,
364,Facebook,2010,Divvyshot,Photo management,"USA, San Francisco, California",N/A,Facebook Photos,"Photo Sharing, Social Network, Web Hosting",2009,10,10,Divvyshot is a photo-sharing platform that enables users to share full resolution photos with friends.,
365,Facebook,2010,Octazen,Contact importer,"Malaysia, Taman Melawati, Kuala Lumpur",N/A,FriendFinder,"Enterprise Software, Social Network, Web Browsers",2006,10,10,Octazen Solutions offers contact importing and viral invite scripts that enable website users to invite their contacts on other services.,
366,Facebook,2009,FriendFeed,Social networking aggregator,"USA, Mountain View, California","$47,500,000",,Social Media,2007,50,50,"FriendFeed is a feed aggregator that consolidates updates from social media, social bookmarking websites, blogs, and microblogging sites.",
367,Facebook,2007,Parakey,Offline applications/Web desktop,"USA, Mountain View, California",N/A,Facebook Mobile,"Social Media, Web Browsers, WebOS",2005,10,10,Parakey is a web-based operating system that synchronizes the userâ€™s desktop environment with the web.,
368,Amazon,2018,Ring,Ring,,N/A,,"Consumer Electronics, Security, Smart Home",2012,1000,1000,Ring is an outdoor home security company that provides homeowners a line of preventative outdoor security doorbells and cameras.,
369,Amazon,2017,Harvest.ai,Harvest.ai,,N/A,,"Artificial Intelligence, Cloud Security, Cyber Security, Predictive Analytics",2018,50,50,"Harvest.ai is a data security firm that enables organizations to identify and stop data breaches, insider threats, and stolen credentials.",
370,Amazon,2017,Thinkbox Software,Thinkbox Software,,N/A,Amazon Web Services,Software,2010,50,50,"Thinkbox Software develops production-proven tools for entertainment, architecture, and design industries.",
371,Amazon,2017,Do.com,Do.com,,N/A,Amazon Web Services,"Internet, Meeting Software, Software",2013,10,10,"Run Productive Meetings, Do Work You Love",
372,Amazon,2017,Souq.com,Souq.com,,N/A,,"Consumer Electronics, E-Commerce, Shopping",2005,5000,5000,"Souq.com is an e-commerce store in the Arab world, offering products such as consumer electronics, fashion products, and household goods.",
373,Amazon,2017,Whole Foods Market,Whole Foods Market,,N/A,,"Food and Beverage, Grocery, Organic Food",1978,10000,10000,Whole Foods Market is an American grocery chain that exclusively sells natural and organic products.,
374,Amazon,2017,GameSparks,GameSparks,,N/A,,"E-Commerce, Mobile, Software",2013,10,10,GameSparks is a cloudbased platform for games developers to help them build and monetise their games.,
375,Amazon,2017,Graphiq,Graphiq,,N/A,,"Artificial Intelligence, Big Data, Data Visualization, Market Research, Search Engine, Semantic Web",2009,250,250,Graphiq (formerly FindTheBest) is a data aggregation and visualization company.,
376,Amazon,2017,Wing.ae,Wing.ae,,N/A,Souq,"Information Technology, Logistics, Mobile, SaaS",2005,50,50,"An innovative mobile and web-based delivery app for businesses and individual consumers, linking courier companies and merchants.",
377,Amazon,2017,Body Labs,Body Labs,,N/A,,"3D Technology, Artificial Intelligence, Computer Vision, Developer APIs, Machine Learning",2013,50,50,Body Labs provides human-aware AI that understands the way we move and how weâ€™re shaped to make our world more personal.,
378,Amazon,2017,Goo Technologies,"Goo Technologies (assets acquired, became Amazon Sumerian)",,N/A,,"3D Technology, Internet, Software, Web Development",2011,50,50,"Goo Technologies offers the Goo engine, a web-based 3D engine that can be used for games and visualizations.",
379,Amazon,2017,Blink Home,Blink Home,,N/A,,"Consumer Electronics, Electronics, Hardware, Security",2005,50,50,Blink is a company that provides Wi-Fi home security cameras.,
380,Amazon,2016,NICE,NICE,,N/A,Amazon Web Services,"Cloud Infrastructure, Enterprise Software, Power Grid",1995,50,50,NICE delivers comprehensive Grid & Cloud Solutions for companies and institutions,
381,Amazon,2016,"Curse, Inc.","Curse, Inc.",,N/A,Twitch,"Digital Media, Gaming, Video Games",2005,250,250,Curse is a global multimedia and technology company that creates content and products for gamers.,
382,Amazon,2016,Biba Systems,Biba Systems,,N/A,,"Apps, Messaging, Mobile",2012,50,50,Biba is a mobile-first business conferencing and messaging app that helps people get in touch instantly.,
383,Amazon,2016,Cloud9 IDE,Cloud9 IDE,,N/A,,"Cloud Computing, Enterprise Software, Mobile, Open Source, Software",2010,50,50,Cloud9 IDE is a cloud-based Integrated Development Environment that allows web and mobile developers to collaborate in remote teams.,
384,Amazon,2016,Emvantage Payments Pvt. Ltd.,Emvantage Payments Pvt. Ltd.,,N/A,,"Mobile Payments, Payments",2012,50,50,"Emvantage offers an online payment gateway platform compatible with credit card, debit card, and net banking.",
385,Amazon,2015,Annapurna Labs,"Annapurna Labs, a chip designer based in Yokneam, Israel",,N/A,,"Cloud Computing, Cloud Storage, Data Storage",2011,100,100,Annapurna Labs is inventing the next generation of cloud computing infrastructure and the storage/networking industry as a whole.,
386,Amazon,2015,2lemetry,"2lemetry, Internet of Things",,N/A,,"Cloud Computing, Internet of Things, Software",2011,50,50,2lemetry is an IoT platform and a technology provider that powers the connected enterprise.,
387,Amazon,2015,ClusterK,"ClusterK, Cloud Technology",,N/A,,Software,2013,50,50,ClusterK offers software that enables high availability in the AWS Spot Market.,
388,Amazon,2015,Shoefitr,"Shoefitr, 3D Shoe-fitting Technology",,N/A,,"E-Commerce, Fashion, Personalization, Software",2010,50,50,Shoefitr provides a software solution that enables online footwear retailers to recommend shoe sizes for customers.,
389,Amazon,2015,Safaba Translation Systems,"Safaba Translation Systems, Automated Text Translation Software",,N/A,,Software,2009,50,50,Safaba Translation Solution provides enterprise machine translation solutions to leading global enterprises.,
390,Amazon,2015,Elemental Technologies,"Elemental Technologies, video processing based in Portland, Oregon",,N/A,,"Content Delivery Network, Enterprise Software, Video, Video Streaming",2006,500,500,Elemental Technologies is the leading supplier of software-defined video solutions for multiscreen content delivery.,
391,Amazon,2015,AppThwack,"AppThwack, mobile application testing based in Portland, Oregon",,N/A,Amazon Web Services,"Android, Cyber Security, iOS, Mobile, SaaS, Test and Measurement",2012,50,50,"AppThwack is a company based in Portland, Oregon, focused on building automation tools and services.",
392,Amazon,2014,Double Helix Games,Double Helix Games,,N/A,,"Developer Platform, PC Games, Video Games",2007,100,100,Double Helix Games is an independent game studio with a history that stretches back almost 20 years.,
393,Amazon,2014,comiXology,comiXology,,N/A,,"Cloud Data Services, Comics, Digital Entertainment, Digital Media, Reading Apps",2007,250,250,"Comixology delivers a cloud-based digital comics platform that enables users to discover, buy, and read comics.",
394,Amazon,2014,Twitch,Twitch,,N/A,,"Social Media, Video, Video Games, Video Streaming",2007,500,500,"Twitch is a social video platform for gamers where more than 100 million gather every month to broadcast, watch and talk about video games.",
395,Amazon,2013,IVONA Software,IVONA Software,,N/A,,could not find,,,25,,
396,Amazon,2013,Goodreads,Goodreads,,N/A,,"E-Learning, Social Media",2007,100,100,"Goodreads is a mobile and web app that allows its users to find, share, recommend, read, and review the books they like.",
397,Amazon,2013,Liquavista,Liquavista,,N/A,,"Electronics, Hardware, Manufacturing, Software",2006,100,100,Liquavista is a display manufacturing company that offers electro-wetting displays.,
398,Amazon,2013,"TenMarks Education, Inc.","TenMarks Education, Inc.",,N/A,,"E-Learning, EdTech, Education",2009,50,50,"TenMarks creates a web-based learning environment that simplifies assignments, automates grading, and offers videos and interactive lessons.",
399,Amazon,2012,Kiva Systems,Kiva Systems,,N/A,,"Hardware, Mobile, Robotics, Software",2003,1000,1000,Kiva Systems offers a mobile-robotic fulfillment system for inventory distribution centers that help companies optimize their operations.,
400,Amazon,2012,Teachstreet,Teachstreet,,N/A,,"Charter Schools, Education",2007,10,10,TeachStreet is an online marketplace providing information about local and online classes and teachers.,
401,Amazon,2012,Evi,Evi,,N/A,,"Mobile, Search Engine",2005,50,50,Evi is a technology company focused on knowledge base and semantic search engine software.,
402,Amazon,2012,Avalon Books,Avalon Books,,N/A,,not provided,1950,,25,"Avalon Books, a small, 62-year-old publisher that specializes in romance and mysteries.",
403,Amazon,2011,LoveFilm,LoveFilm,,N/A,,"Digital Entertainment, Gaming, Internet",2002,500,500,"LOVEFiLM is a movie subscription service of Amazon, delivering DVDs to members and providing access to an online database of movies.",
404,Amazon,2011,The Book Depository,The Book Depository,,N/A,,"E-Commerce, Retail",2004,50,50,The Book Depository is an online Internet bookstore that offers great assortment of books with free shipping worldwide.,
405,Amazon,2011,Pushbutton,Pushbutton,,N/A,,"Content, Digital Entertainment, TV",2002,50,50,Pushbutton is a digital agency providing interactive television content and services for platforms.,
406,Amazon,2011,Yap,Yap,,N/A,,"Artificial Intelligence, Audio, Messaging, Mobile, Speech Recognition, Telecommunications",2018,50,50,"Yap pioneered a high accuracy, automated speech recognition platform for long duration dialogues.",
407,Amazon,2010,Touchco,Touchco,,N/A,,"Hardware, Software",2009,10,10,Touchco uses display transparency technology named interpolating force-sensitive resistance.,
408,Amazon,2010,Woot,Woot,,N/A,,"Electronics, Fashion, Wine And Spirits",2004,1000,1000,Woot.com is an online store and community that focuses on selling discounted products.,
409,Amazon,2010,Quidsi,Quidsi (formerly Diapers.com),,N/A,,"Beauty, Child Care, E-Commerce",2005,500,500,"Quidsi is an e-commerce platform selling baby-care, household, and beauty products.",
410,Amazon,2010,BuyVIP,BuyVIP,,N/A,,"E-Commerce, Marketing, Shopping",2006,1000,1000,BuyVIP is an online shopping club offering discounts for members on fashion and lifestyle brands,
411,Amazon,2010,Amie Street,Amie Street,,N/A,,"Media and Entertainment, Music, Music Streaming",1982,,25,"Amie Street is a web-based social music store that enables members to discover, download and share music.",
412,Amazon,2010,Toby Press,Toby Press,,N/A,,could not find,,,25,,
413,Amazon,2009,Zappos,"Zappos, an online shoe and apparel retailer",,N/A,,"E-Commerce, Retail, Shoes",1999,5000,5000,Zappos is an online retailer specializing in shoes and apparel.,
414,Amazon,2009,Lexcycle,Lexcycle,,N/A,,"iOS, Mobile",2007,,25,Lexcycle is a software development company that provides electronic book reading software.,
415,Amazon,2009,SnapTell,"SnapTell, an image matching startup",,N/A,,"Advertising, Marketing, Mobile",2006,,25,"SnapTell provides an integrated mobile marketing solution for brands to deploy campaigns, and consumers to access content on the go.",
416,Amazon,2009,Stanza,"Stanza, a rival e-book reader to Amazon's Kindle",,N/A,,Information Services,,50,50,Redefining note taking and information management,
417,Amazon,2008,Audible.com,Audible.com and Fabric.com,,N/A,,"Audio, Audiobooks, Digital Entertainment, E-Commerce, Media and Entertainment",1999,5000,5000,"Audible is an internet provider of spoken audio entertainment, information, and educational programming.",
418,Amazon,2008,Fabric.com,Audible.com and Fabric.com,,N/A,,"E-Commerce, Fashion, Retail",1999,10,10,"Formerly known as Phoenix Textiles Group, Fabric.com is a wholesale distributor of apparel fabrics.",
419,Amazon,2008,Box Office Mojo,Box Office Mojo,,N/A,IMDB,"Analytics, Film, Media and Entertainment",1999,,25,Box Office Mojo is a tracking website that catalogues how well movies perform at the box office and tallies total film earnings.,
420,Amazon,2008,AbeBooks,AbeBooks,,N/A,,"E-Commerce, Marketplace, Shopping",1996,10,10,"AbeBooks, an Amazon subsidiary, is an online marketplace for new, used, rare and out-of-print books from thousands of sellers.",
421,Amazon,2008,Shelfari,"Shelfari (including a 40% stake in LibraryThing and whole ownership of BookFinder.com, Gojaba.com, and FillZ)",,N/A,,Social Media,2006,50,50,Shelfari is a social cataloging website that allow book lovers to create virtual bookshelves and keep track of what they read.,
422,Amazon,2008,Reflexive Entertainment,"Reflexive Entertainment, a developer of casual video games",,N/A,,"Gaming, Mobile, Video Games",1997,10000,10000,video game provider,
423,Amazon,2007,dpreview.com,"dpreview.com, a digital photography review website based in London[citation needed]",,N/A,,"E-Commerce, News, Publishing",1998,50,50,dpreview is an online platform that publishes reviews and news on the latest digital cameras.,
424,Amazon,2007,Brilliance Audio,"Brilliance Audio, the largest independent publisher of audiobooks in the United States",,N/A,,E-Commerce,1984,250,250,"Brilliance Audiopublishes audio books for consumers, resellers, and librarians in the United States.",
425,Amazon,2006,Shopbop,"Shopbop, a retailer of designer clothing and accessories for women, based in Madison, Wisconsin",,N/A,,"E-Commerce, Lifestyle, Shopping",2000,500,500,"Shopbop is an online boutique for clothing, footwear, bags and accessories.",
426,Amazon,2005,BookSurge,"BookSurge, a print on demand company",,N/A,,"Digital Media, Printing, Publishing",2000,50,50,"BookSurge, a brand of On-Demand Publishing LLC, a subsidiary of Amazon.com Inc., is a pioneer in inventory-free book publishing, printing,",
427,Amazon,2005,Mobipocket.com,"Mobipocket.com, an e-book software company (see also Amazon.com controversies#BookSurge)",,N/A,,Shopping,2000,,25,Mobipocket.com became in a few years the leader for reading eBooks on mobile devices: read dozens of thousands titles on your PDA or on,
428,Amazon,2005,CreateSpace.com,"CreateSpace.com, formerly CustomFlix, a distributor of on-demand DVDs, since expanded to include print on-demand books, CDs, and videos, based in Scotts Valley, California",,N/A,,"News, Publishing",,500,500,"Createspace is a company that allows for individuals to publish and distribute books, music, and films to thousands of online retailers.",
429,Amazon,2005,Smallparts.com,"Smallparts.com, an industrial component supplier",,N/A,,could not find,,,25,,
430,Amazon,2004,Joyo.com,"Joyo.com, a Chinese e-commerce website",,N/A,,"E-Commerce, Internet, Music, Video",1998,,25,"Joyo.com largest online retailers of books, music and videos in China.",
431,Amazon,2002,Online music retailer CDNow,Online music retailer CDNow,,N/A,,"E-Commerce, Music, Retail",1994,,25,CDNow is an online retailer of music-related goods.,
432,Amazon,1999,Alexa Internet,"Alexa Internet, a database company",,N/A,,"Digital Marketing, SEO, Web Development",1996,50,50,"Alexa, a subsidiary of Amazon, is a web information company that offers website information and analytics.",
433,Amazon,1999,Accept.com,"Accept.com, a financial services company",,N/A,,"E-Commerce Platforms, Photography, Retail",,,25,Accept.Com is an E-Commerce Platforms company.,
434,Amazon,1999,Drugstore.com,"Drugstore.com 40% investment in 1999, increased stake in 2000, sold stake to Walgreens in 2011 for a 90% loss",,N/A,,to deleteâ€_,,,25,,
435,Amazon,1999,GeoWorks,"GeoWorks, a wireless communications company, acquisition of a minority interest",,N/A,,could not find,,,25,,
436,Amazon,1999,Pets.com,Pets.com â€“ Amazon purchased a 54 percent stake,,N/A,,to delete since not majority purchase,,,25,,
437,Amazon,1999,LiveBid.com,"LiveBid.com, which produced Internet-based auction software",,N/A,,Auctions,1996,,25,LiveBid is a broadcast service for traditional auction houses that allows them to stream their events online and let bidders participate.,
438,Amazon,1999,e-Niche Incorporated,"e-Niche Incorporated, comprising Exchange.com, Bibliofind.com (hard-to-find book titles), and Musicfile.com (hard to find music titles)",,N/A,,Not provided,,,25,Exchange.Com is a company that was acquired by Amazon in 1999.,
439,Amazon,1999,HomeGrocer.com,HomeGrocer.com â€“ Amazon purchased a 35 percent stake in this online grocer,,N/A,,to delete since not majority purchase,,,25,,
440,Amazon,1999,Gear.com â€“ Amazon purchased a 49 percent stake[20] (the company was purchased by Overstock.com in 2000),Gear.com â€“ Amazon purchased a 49 percent stake[20] (the company was purchased by Overstock.com in 2000),,N/A,,to delete since not majority purchase,,,25,,
441,Amazon,1999,Tool Crib of the North,"Tool Crib of the North, Amazon acquired the online and catalog sales division of the company in October 1999, selling a very wide variety of tools and home improvement items",,N/A,,could not find,,,25,,
442,Amazon,1999,Convergence Corporation,"Convergence Corporation, software to connect wireless devices to the Internet",,N/A,,"Enterprise Software, Internet, Wireless",1996,10,10,Convergence Corporation makes software to connect wireless devices to the Internet.,
443,Amazon,1999,MindCorps Incorporated,"MindCorps Incorporated, applications for web sites including online chats to web-based databases",,N/A,,to delete since not majority purchase,,,25,,
444,Amazon,1999,Della.com,"Della.com, gift registry, expert advice, and personalized gift suggestions â€“ Amazon purchased a 20 percent stake (in April 2000, the company merged with WeddingChannel.com)",,N/A,,to delete since not majority purchase,,,25,,
445,Amazon,1999,Back to Basics Toys,"Back to Basics Toys, catalog toy store[26] (sold to Scholastic in 2003)",,N/A,,"Internet, Toys, Video Games",1988,,25,"Back To Basics Toys a catalog company, provides toys, games and puzzles, and musical products.",
