Column2,Column1,Id,AcquiredBy,Acquisition date,Company,Business,Country,Value (USD),Derived products,Categories,Founded,Founded(modified),Size,Size(modified),Description,Broad Category
267,264,264,Google,2007,Panoramio,Photo sharing,ESP,,Panoramio,"Photo Sharing, Photography, Social Media",2003,2003,50,50,Panoramio is a geolocation-oriented photo sharing website that provides imagery for Google Earth.,AR/VR
268,265,265,Google,2007,Crusix,Social networking service,USA,,YouTube,could not find,,2002,,25,,Uncategorised
269,266,266,Google,2007,GreenBorder,Computer security,USA,,Google Chrome,"Computer, Internet, Software",2001,2001,10,10,A security software company that specialized in using virtualization to create safe zones for online activities for Internet users.,AR/VR
270,267,267,Google,2007,Marratech,Videoconferencing,SWE,"$15,000,000 ","Google Talk, Google Hangouts",Software,1998,1998,,25,Marratech is a company that provides video conferencing software.,AR/VR
271,268,268,Google,2007,Tonic Systems,Presentation program,USA,,Google Docs,Web Development,1999,1999,,25,"Tonic Systems, Inc. provides Java presentation automation products and solutions for document management.",Software
272,269,269,Google,2007,DoubleClick,Online advertising,USA,"$3,100,000,000 ",AdSense,Advertising,1995,1995,5000,5000,"DoubleClick, a subsidiary of Google, develops and provides internet ad serving services.",Media/Ad/Content
273,270,270,Google,2007,Trendalyzer,Statistical software,SWE,,Google Analytics,not provided,,2002,,25,,Uncategorised
274,271,271,Google,2007,Adscape,In-game advertising,USA,"$23,000,000 ",AdSense,"Advertising, Digital Media, Marketing",2018,2018,,25,Adscape Media is a small in-game advertising company based in San Francisco California. Adscape Media offers dynamic delivery of,AR/VR
275,272,272,Google,2006,Endoxon,Mapping,CHE,"$28,000,000 ",Google Maps,Information Technology,1988,1988,,25,Endoxon is a mapping company,Software
276,273,273,Google,2006,JotSpot,Web application,USA,,Google Sites,"Collaboration, Enterprise Software, Software",2004,2004,10,10,JotSpot provides structured wiki software for small to medium-sized businesses.,AR/VR
277,274,274,Google,2006,Logo of YouTube (2005-2011).svg YouTube,Video sharing,USA,"$1,650,000,000 ",YouTube,"Internet, Music, Video",2005,2005,5000,5000,"YouTube, a video-sharing platform, allows users to upload, view, and share videos, including movie and music clips and amateur content.",Software
278,275,275,Google,2006,Neven Vision Germany GmbH,Computer vision,GER,,"Picasa, Google Goggles",Software,2003,2003,,25,"Neven Vision is a developer of mobile recognition engines for mobile phone and consumer electronics industries, and more.",AR/VR
279,276,276,Google,2006,2Web Technologies,Online spreadsheets,USA,,Google Spreadsheet,Software,2003,2003,,25,2Web Technologies provides web-based spreadsheet solutions for large scale businesses.,AR/VR
280,277,277,Google,2006,Orion,Web search engine,AUS,,Google Search,"Content, Search Engine, Web Hosting",,2001,,25,not provided,AR/VR
281,278,278,Google,2006,@Last Software,3D modeling software,USA,,Google Sketchup,"3D Technology, Developer Tools",1999,1999,,25,@Last Software is a 3D-design toolmaker and developer of the SketchUp software.,Hardware
282,279,279,Google,2006,Upstartle,Word processor,USA,,Google Docs,Software,2004,2004,,25,"Upstartle, a software development company, provides a web application (Writely) that enables users to edit their documents online.",AR/VR
283,280,280,Google,2006,Measure Map,Weblog software,USA,,Google Analytics,"Advertising, Analytics, Big Data",,2001,10,10,Measure Map is a distance measurement tool that provides free statistical analysis for bloggers.,AI/ML/Analytics
284,281,281,Google,2006,dMarc Broadcasting,Advertising,USA,"$102,000,000 ",AdSense,"Advertising, Advertising Platforms, Internet Radio",2002,2002,,25,dMarc Broadcasting is a radio advertising company.,Software
285,282,282,Google,2005,allPAY GmbH,Mobile software,GER,,Google Mobile,Mobile,1999,1999,,25,allPAY is a mobile company that was acquired by Google in December of 2005.,Software
286,283,283,Google,2005,bruNET GmbH,Mobile software,GER,,Google Mobile,could not find,,2000,,25,,Uncategorised
287,284,284,Google,2005,Phatbits,Widget engine,USA,,Google Desktop,not provided,2004,2004,,25,not provided,Uncategorised
288,285,285,Google,2018,Skia Inc.,Graphics library,USA,,Skia,Graphic Design,1996,1996,,25,Skia is an open source 2D graphics library which provides common APIs that work across a variety of hardware and software platforms.,Uncategorised
289,286,286,Google,2005,Android Inc.,Mobile operating system,USA,"$50,000,000 ",Android,"Linux, Mobile, Search Engine",2003,2003,,25,Android provides an open-source mobile software platform that allows developers to create applications for mobile devices.,AR/VR
290,287,287,Google,2005,Akwan Information Technologies,Search engines,BRA,,Internet backbone,"Information Technology, IT Management, Search Engine",2000,2000,10000,10000,"Akwan Information Technologies was a search engine company based in Brazil. It was acquired by Google on July 20, 2005, and is now a part",AR/VR
291,288,288,Google,2018,Reqwireless,Mobile browser,CAN,,Google Mobile,Wireless,2001,2001,,25,Reqwireless makes Web browser and e-mail software for use on wireless devices,Hardware
292,289,289,Google,2005,Dodgeball,Social networking service,USA,,Google Latitude,"Mobile Devices, Software",,2000,,25,Dodgeball is a location-based social networking software provider for mobile devices.,AR/VR
293,290,290,Google,2005,Urchin Software Corporation,Web analytics,USA,,Google Analytics,Software,,2000,,25,Urchin Software analyzes web server log file content to generate traffic reports based on the log data.,AR/VR
294,291,291,Google,2004,"Keyhole, Inc",Map analysis,USA,,"Google Maps, Google Earth","Geospatial, Software",2001,2001,50,50,Keyhole is a software development company that specializes in geospatial data visualization applications.,AR/VR
295,292,292,Google,2018,Where2,Map analysis,AUS,,Google Maps,Software,2004,2004,10000,10000,"Where2 is a GPS navigation service that notifies drivers of upcoming traffic, tie-ups, and automatically suggests alternate routes.",AR/VR
296,293,293,Google,2018,ZipDash,Traffic analysis,USA,,Google Maps,"Automotive, E-Commerce, Mobile, Real Time, Travel",2003,2003,,25,"ZipDash tackles highway congestion by providing individuals with real-time, accurate traffic information.",Software
297,294,294,Google,2004,Picasa,Image organizer,USA,,"Picasa, Blogger",could not find,,1999,,25,,Uncategorised
298,295,295,Google,2004,Ignite Logic,HTML editor,USA,,Google Sites,not provided,2003,2003,,25,"Ignite Logic, Inc was a startup company purchased by Google in 2004. The company provided templates for creating Web sites and mainly",Uncategorised
299,296,296,Google,2018,Sprinks,Online advertising,USA,,"AdSense, AdWords",not provided,2002,2002,,25,not provided,Uncategorised
300,297,297,Google,2018,Genius Labs,Blogging,USA,,Blogger,"Developer APIs, Developer Tools, Software",1996,1996,5000,5000,"GeniusLabs, Inc. is a leading developer of distributed applications and custom software using Microsoft technologies.",AR/VR
301,298,298,Google,2003,Kaltix,Web search engine,USA,,iGoogle,"SEO, Web Hosting",2003,2003,,25,Kaltix Corporation develops search tools for people to find information on the Web.,Software
302,299,299,Google,2018,Neotonic Software,Customer relationship management,USA,,"Google Groups, Gmail","CRM, Software",2001,2001,,25,email-based CRM solutions,AR/VR
303,300,300,Google,2018,Applied Semantics,Online advertising,USA,"$102,000,000 ","AdSense, AdWords","Developer APIs, Enterprise Software, Mobile Apps",1998,1998,10000,10000,"Applied Semantics develops software apps for the online advertising, domain name, and enterprise information management markets.",AR/VR
304,301,301,Google,2018,Pyra Labs,Weblog software,USA,,Blogger,"Blogging Platforms, Developer APIs, Developer Tools, Enterprise Software, Project Management, Social Media",1999,1999,50,50,"Pyra Labs is an e-blogging web application that integrates project manager, contact manager and to do list functionalities.",AR/VR
305,302,302,Google,2001,Outride,Web search engine,USA,,Google Personalized Search,"Energy, Information Technology, Online Portals",,1996,,25,"Outride Inc., a Redwood City, Calif.-based developer of online information retrieval technologies.",Software
306,303,303,Google,2001,Deja,Usenet,USA,,Google Groups,"Information Technology, Internet, Web Development",,1996,,25,"Deja.com, Inc. provides two powerful Web-based services - the first Precision Buying Service, and the leading Usenet Discussion Service.",Software
307,304,304,Google,2012,WIMM Labs,Android-powered smartwatches,USA,,Android Wear,"Hardware, Software, Wearables",2010,2010,50,50,WIMM Labs offers a platform for smart micro devices that deliver information at a glance in a wearable form.,AR/VR
308,305,305,Facebook,2018,Confirm,Government Issued ID Verification Platform,"USA, Boston, Massachusetts",,,Identity Management,2018,2018,50,50,"Confirm.io makes authenticating a government issued ID easy, fast & secure.",Uncategorised
309,306,306,Facebook,2017,Tbh (app) logo.svg tbh (app),Anonymous social media app,"USA, Oakland, California",,,"iOS, Mobile Apps, Social, Social Media",2018,2018,,25,"tbh is an app for giving anonymous, positive feedback to friends.",Software
310,307,307,Facebook,2017,Ozlo,Artificial Intelligence,"USA, Palo Alto, California",,Messenger,"Artificial Intelligence, Computer, Information Services, Mobile",2013,2013,50,50,Ozlo is an intelligent assistant for iOS and the web.,AI/ML/Analytics
311,308,308,Facebook,2016,Faciometrics,"Computer Vision, Machine Learning","USA, Pittsburgh, Pennsylvania",,,"Machine Learning, Mobile Apps, Social Media, Software",2015,2015,,25,FacioMetrics develops facial analysis software for mobile applications.,AI/ML/Analytics
312,309,309,Facebook,2016,CrowdTangle,Publisher analytics,USA,,,"Brand Marketing, Non Profit, Social Media",2012,2012,50,50,CrowdTangle makes it incredibly easy to find and track content on the social web.,AR/VR
313,310,310,Facebook,2016,Infiniled,Oculus VR,"Ireland, Cork",,,"Lighting, Hardware",2010,2010,50,50,"The design, manufacture & sale of LED based optical and illumination modules.",AR/VR
314,311,311,Facebook,2016,Nascent Objects,Modular Electronics,"US, California",,,"Manufacturing, Product Design, Software",2014,2014,50,50,"Create, prototype and manufacture cloud-connected products in days.",AR/VR
315,312,312,Facebook,2016,Two Big Ears,Spatial Audio,"UK, Scotland",,,"Audio, Consumer Electronics, Software, Virtual Reality",2013,2013,50,50,Two Big Ears is a Scottish company specialising in creating efficient audio toolkits for game and virtual reality developers.,AR/VR
316,313,313,Facebook,2016,MSQRD (Masquerade),Visual effects (Face-swapping),"Belarus, Minsk",,,"Consumer Applications, Mobile, Photo Editing",2010,2010,10,10,Masquerade provides software solutions for video conferencing platforms.,Software
317,314,314,Facebook,2015,Endaga,Rural communications,"US, Oakland, California",,,"Communications Infrastructure, Impact Investing, Infrastructure, Mobile, Telecommunications",2014,2014,10,10,Endaga is a mobile platform that enables its users to create independent cellular networks for rural communities.,Software
318,315,315,Facebook,2015,Pebbles,"Computer vision, augmented reality","Israel, Kfar Saba","$60,000,000 ",,"Digital Media, Hardware, Mobile",2010,2010,500,500,Pebbles Interfaces develops hardware and software that facilitate 3D gesture interaction in computing and electronic devices.,AR/VR
319,316,316,Facebook,2015,Surreal Vision,"Computer vision, augmented reality","UK, London, England",,,Software,2014,2014,10,10,Surreal Vision we are bringing super-human visual perception to the emerging fields of mixed reality and autonomous robotics.,AR/VR
320,317,317,Facebook,2015,"TheFind, Inc.",Ecommerce,"USA, Mountain View, California",,,"Coupons, E-Commerce, Lifestyle, Local, Mobile, Search Engine, Shopping",2018,2018,250,250,TheFind is an e-commerce shopping search engine providing a multichannel environment to personalize the shopping experience.,AR/VR
321,318,318,Facebook,2015,Quickfire Networks,Video Compression,"USA, San Diego, California",,,"Cloud Data Services, Video",2012,2012,50,50,"Based in San Diego, QuickFire Networks solutions turbocharge the Cloud to satisfy the demands of todayÃŒ_ÃŒ_Ã¥Ãˆs processor-intensive applications.",Software
322,319,319,Facebook,2015,Wit.ai,Speech recognition,"USA, Palo Alto, California",,,"Artificial Intelligence, Computer, Developer APIs, Machine Learning, Software",2018,2018,10,10,Wit.ai makes it easy for developers to build a Siri-like speech interface for their app or device.,AI/ML/Analytics
323,320,320,Facebook,2014,WaveGroup Sound,Sound Studio,"USA, Burlingame, California",,,not provided,1995,1995,50,50,"WaveGroup Sound is a music production studio located in Fremont, California specializing in audio post production & design.",Uncategorised
324,321,321,Facebook,2014,LiveRail,Publisher Monetization Platform,"USA, San Francisco, California","$500,000,000 ",,"Advertising, Enterprise Software, Video",2007,2007,250,250,LiveRail is a monetization platform for video publishers.,AR/VR
325,322,322,Facebook,2014,PrivateCore,Secure Server Technology,"USA, Palo Alto, California",,,"Cyber Security, Security",2011,2011,10,10,PrivateCore enables enterprises to deploy servers in outsourced environments while maintaining data security.,Security
326,323,323,Facebook,2014,ProtoGeo Oy,Fitness tracking app Moves,"Finland, Helsinki",,,Mobile,2012,2012,10,10,ProtoGeo is a startup focused on the development of mobile applications.,Software
327,324,324,Facebook,2014,Ascenta,High-altitude UAVs,"UK, Somerset, England","$20,000,000 ",,"Aerospace, Manufacturing",2010,2010,,25,Ascenta (UK) provides solar-powered drones.,Hardware
328,325,325,Facebook,2014,Oculus VR,Virtual reality technology,"USA, Irvine, California","$2,000,000,000 ",,"Augmented Reality, Consumer Electronics, Hardware, Video Games, Virtual Reality, Virtualization",2012,2012,1000,1000,"Oculus develops virtual reality platforms and products, including Rift, that let people experience anything, with anyone.",AR/VR
329,326,326,Facebook,2014,WhatsApp.svg WhatsApp,Mobile instant messaging,"USA, Mountain View, California","$19,000,000,000 ",,"Android, Messaging, Mobile, Subscription Service",2009,2009,10000,10000,"WhatsApp is a proprietary, cross-platform, free instant messaging subscription service for smartphones.",Software
330,327,327,Facebook,2014,Branch,Web conversation platform,"USA, New York, New York","$15,000,000 ",,"Internet, Messaging, Social",2011,2011,50,50,"Branch Media builds social products to empower conversation, such as a platform for hosting and publishing invite-only conversations.",Software
331,328,328,Facebook,2014,Little Eye Labs,Performance analysis and monitoring tools for Android,"India, Bengaluru, Karnataka","$15,000,000 ",,"Android, Mobile, Test and Measurement",2012,2012,10,10,Tools for Mobile App Development,Software
332,329,329,Facebook,2013,SportStream,Sports conversation analysis,"USA, San Francisco, California",,,"Consumer Electronics, Mobile, Sports",2012,2012,,25,"SportsStream offers a second-screen platform for sporting events via tweets, news feeds, photos, stats, and more.",Software
333,330,330,Facebook,2013,Onavo,Mobile analytics and Israel Facebook Headquarters Office,"Israel, Tel Aviv",,,"Finance, Mobile, Social Network",2010,2010,50,50,"Onavo develops mobile applications that assist its users in managing their finance, entertainment, social networking, and privacy.",Software
334,331,331,Facebook,2013,Jibbigo,Speech translation app,"USA, Pittsburgh, Pennsylvania",,,"Apps, Audio, Big Data, Language Learning, Mobile",2009,2009,50,50,Jibbigo is a voice translation application that you can use online or offline.,AR/VR
335,332,332,Facebook,2013,Monoidics,Automatic verification software,"UK, London, England",,,"Analytics, Enterprise Software, Information Technology",2009,2009,50,50,Monoidics is a high-tech enterprise specializing in automatic formal verification and analysis of software.,AI/ML/Analytics
336,333,333,Facebook,2013,Parse,Mobile app backends,"USA, San Francisco, California","$85,000,000 ",,"Android, Cloud Computing, Enterprise Software, iOS, Mobile, PaaS",2011,2011,50,50,"Parse offers cloud-based software developer kits that enable users to create apps for desktop, mobile, and embedded devices.",AR/VR
337,334,334,Facebook,2013,Spaceport,Cross-platform game framework,"USA, Burlingame, California",,,"Gaming, Mobile, Mobile Devices, Online Games, Web Development",2007,2007,50,50,Spaceport.io is a platform that allows developers to build games for smartphone operating system using Javascript and HTML5.,Software
338,335,335,Facebook,2013,Hot Studio,Design agency,"USA, New York, New York, San Francisco, California",,,"Internet, Social Media, Web Design",1997,1997,100,100,Hot Studio is a design company that designs and builds digital products and services.,Software
339,336,336,Facebook,2018,osmeta,Mobile software,"USA, Mountain View, CA",,,"Hardware, Software",2011,2011,,25,"Osmeta, a subsidiary of Facebook, is a mobile software startup currently in stealth mode.",AR/VR
340,337,337,Facebook,2013,Atlas Solutions,Atlas advertiser suite,"USA, Seattle, Washington","$100,000,000 ",,"Advertising, Advertising Platforms, Internet",2001,2001,10000,10000,Atlas Solution is a remotely hosted ad serving for advertisers & publishers.,Software
341,338,338,Facebook,2012,Threadsy,"Threadsy is a social aggregator, Maker of social marketing tool Swaylo","USA, San Francisco, California",,,"Messaging, Social Media, Social Network",2008,2008,10,10,threadsy is an integrated communication client grouping all of a users' email and social network messages into a single inbox.,Media/Ad/Content
342,339,339,Facebook,2012,Acrylic Software,RSS app Pulp and secure database app Wallet,"Canada, Vancouver, British Columbia",,Facebook's design team,Software,2008,2008,10,10,Acrylic Software is a software design studio that develops apps for Mac and iOS devices.,AR/VR
343,340,340,Facebook,2012,Spool,Mobile bookmarking and sharing content,"USA, San Francisco, California",,Mobile engineering team,"Enterprise Software, Mobile, Social Bookmarking, Video",2010,2010,,25,"Spool enables users to save articles and videos to their computer, tablet and mobile phone for future online or offline access.",AR/VR
344,341,341,Facebook,2012,Face.com,Face recognition platform,"Israel, Tel Aviv","$100,000,000 ",,"Artificial Intelligence, Cloud Storage, Facial Recognition, Machine Learning, Photography, Social Network",2005,2005,50,50,Face.com is the largest face recognition platform on the cloud.,AI/ML/Analytics
345,342,342,Facebook,2012,Karma,Social gifting,"USA, San Francisco, California",,Facebook Gifts,"Gift, Mobile, Social",2011,2011,50,50,Karma Automotive is a social gifting app.,Software
346,343,343,Facebook,2012,Lightbox.com,Photo sharing,"UK, London, England",,,"Android, Mobile, Photo Sharing",2010,2010,10,10,"Lightbox develops consumer mobile apps such as Lightbox photos, an app that provides photo cloud-hosting solutions.",AR/VR
347,344,344,Facebook,2012,Glancee,Social discovery platform,"USA, San Francisco, California",,,"Android, Dating, iOS, Location Based Services, Mobile, Public Relations, Search Engine",2010,2010,10,10,Glance is a mobile app that enables users to discover and connect with people around them.,AR/VR
348,345,345,Facebook,2012,Tagtile,Customer loyalty app,"USA, San Francisco, California",,,"Direct Marketing, Loyalty Programs, Mobile, Social Media",2011,2011,10,10,Tagtile is a loyalty and direct marketing solution helping businesses identify and engage their clients to increase repeated purchase rates.,AR/VR
349,346,346,Facebook,2012,Instagram logo 2016.svg Instagram,Photo sharing,"USA, San Francisco, California","$1,000,000,000 ",,"Mobile, Photo Sharing, Photography, Social Media",2010,2010,500,500,"Instagram is a free photo sharing application that enables its users to take photos, apply filters, and share them on social networks.",AR/VR
350,347,347,Facebook,2012,Caffeinatedmind,In-browser file transfer,"USA, California",,,could not find,,2007,,25,,Uncategorised
351,348,348,Facebook,2011,Gowalla,Location Based Service,"USA, Austin, Texas",,,"Location Based Services, Photography, Private Social Networking, Travel, Internet",2007,2007,50,50,"Gowalla is a social guide for its users to share and discover photos, experiences and recommendations of places and cities.",Software
352,349,349,Facebook,2011,Strobe,"HTML5 mobile apps, SproutCore","USA, San Francisco, California",,Mobile engineering team,"iOS, Mobile, Software, Web Development",2010,2010,50,50,Strobe is a company that is focused on capturing data points.,AR/VR
353,350,350,Facebook,2011,Friend.ly,Social casual Q&A service app,"USA, Mountain View, California",,,"Blogging Platforms, Social Media",2009,2009,50,50,Friend.ly is a social Q&A site allowing users to post questions on different subjects and get them answered.,Media/Ad/Content
354,351,351,Facebook,2011,Push Pop Press,Digital publishing,"USA, San Francisco, California",,,"Advertising, Digital Media, Marketing",2010,2010,10,10,Push Pop Press is a digital publishing platform that helps authors and publishers convert physical books into iPad and iPhone formats.,AR/VR
355,352,352,Facebook,2011,Sofa,Software design,"Netherlands, Amsterdam",,,"Developer Tools, Software",2006,2006,50,50,Sofa is a software and interaction design company.,AR/VR
356,353,353,Facebook,2011,MailRank,Email prioritization,"USA, New York, New York",,,not provided,2010,2010,,25,MailRank email that matters.,Uncategorised
357,354,354,Facebook,2011,DayTum,Information graphics,"USA, SoHo, New York City",,,"Analytics, Big Data, Database",2011,2011,,25,"Daytum helps you collect, categorize, and communicate your data. Whether you would like to tally an afternoon or a year, Daytum can help",AI/ML/Analytics
358,355,355,Facebook,2011,RecRec,Computer vision,"USA, San Francisco, California",,,could not find,,2006,,25,,Uncategorised
359,356,356,Facebook,2011,Snaptu,Mobile app developer,"Israel, Tel Aviv, Israel","$70,000,000 ",Mobile,Mobile,1994,1994,50,50,Snaptu is a mobile application platform that runs on virtually every type of internet-enabled mobile phones.,Software
360,357,357,Facebook,2011,Beluga,Group messaging,"USA, Palo Alto, California",,Facebook Messenger,"Messaging, Mobile, Social Media",2010,2010,10,10,Beluga offers a mobile app and web service that enables instant group messaging and content sharing.,Software
361,358,358,Facebook,2011,Rel8tion,Mobile advertising,"USA, Seattle, Washington",,,"Advertising, Advertising Platforms",2010,2010,,25,Rel8tion is a mobile advertising platform that delivers relevant brand ads to mobile applications and sites.,Media/Ad/Content
362,359,359,Facebook,2010,Drop.io,File hosting and sharing,"USA, Dumbo, Brooklyn, New York","$10,000,000 ",,"EdTech, Education, Email, File Sharing, Finance, FinTech, Flash Storage, Mobile",2007,2007,50,50,Drop.io was a platform enabling users to create simple private exchange points called drops.,AI/ML/Analytics
363,360,360,Facebook,2010,Hot Potato,Check-ins/status updates,"USA, Brooklyn, New York","$10,000,000 ",Facebook Places,"Social, Social Media, Social Media Marketing",2009,2009,10,10,Hot Potato is a social media agency that provides event-based services.,AR/VR
364,361,361,Facebook,2010,Chai Labs,Internet applications,"USA, Mountain View, California","$10,000,000 ",,Software,2007,2007,,25,Chai Labs offers a semantic search platform that analyzes and extracts insights from real-time data points across the web.,AR/VR
365,362,362,Facebook,2010,Nextstop,Travel recommendations,"USA, San Francisco, California","$2,500,000 ",,"Digital Entertainment, Social, Travel",2009,2009,,25,"Nextstop features short, positive recommendations of destinations around the world, with photos, maps and factual information.",AI/ML/Analytics
366,363,363,Facebook,2010,ShareGrove,Private conversations/Forums,"USA, San Mateo, California",,Facebook Groups,"Real Time, Social Network, Web Hosting",2008,2008,,25,ShareGrove enables users to connect with people in social networks and host private online conversations.,Software
367,364,364,Facebook,2010,Divvyshot,Photo management,"USA, San Francisco, California",,Facebook Photos,"Photo Sharing, Social Network, Web Hosting",2009,2009,10,10,Divvyshot is a photo-sharing platform that enables users to share full resolution photos with friends.,AR/VR
368,365,365,Facebook,2010,Octazen,Contact importer,"Malaysia, Taman Melawati, Kuala Lumpur",,FriendFinder,"Enterprise Software, Social Network, Web Browsers",2006,2006,10,10,Octazen Solutions offers contact importing and viral invite scripts that enable website users to invite their contacts on other services.,AR/VR
369,366,366,Facebook,2009,FriendFeed,Social networking aggregator,"USA, Mountain View, California","$47,500,000 ",,Social Media,2007,2007,50,50,"FriendFeed is a feed aggregator that consolidates updates from social media, social bookmarking websites, blogs, and microblogging sites.",Media/Ad/Content
370,367,367,Facebook,2007,Parakey,Offline applications/Web desktop,"USA, Mountain View, California",,Facebook Mobile,"Social Media, Web Browsers, WebOS",2005,2005,10,10,Parakey is a web-based operating system that synchronizes the userÃŒ_ÃŒ_Ã¥Ãˆs desktop environment with the web.,Software
371,368,368,Amazon,2018,Ring,Ring,,,,"Consumer Electronics, Security, Smart Home",2012,2012,1000,1000,Ring is an outdoor home security company that provides homeowners a line of preventative outdoor security doorbells and cameras.,AR/VR
372,369,369,Amazon,2017,Harvest.ai,Harvest.ai,,,,"Artificial Intelligence, Cloud Security, Cyber Security, Predictive Analytics",2018,2018,50,50,"Harvest.ai is a data security firm that enables organizations to identify and stop data breaches, insider threats, and stolen credentials.",AI/ML/Analytics
373,370,370,Amazon,2017,Thinkbox Software,Thinkbox Software,,,Amazon Web Services,Software,2010,2010,50,50,"Thinkbox Software develops production-proven tools for entertainment, architecture, and design industries.",AR/VR
374,371,371,Amazon,2017,Do.com,Do.com,,,Amazon Web Services,"Internet, Meeting Software, Software",2013,2013,10,10,"Run Productive Meetings, Do Work You Love",AR/VR
375,372,372,Amazon,2017,Souq.com,Souq.com,,,,"Consumer Electronics, E-Commerce, Shopping",2005,2005,5000,5000,"Souq.com is an e-commerce store in the Arab world, offering products such as consumer electronics, fashion products, and household goods.",Hardware
376,373,373,Amazon,2017,Whole Foods Market,Whole Foods Market,,,,"Food and Beverage, Grocery, Organic Food, commerce",1978,1978,10000,10000,Whole Foods Market is an American grocery chain that exclusively sells natural and organic products.,Media/Ad/Content
377,374,374,Amazon,2017,GameSparks,GameSparks,,,,"E-Commerce, Mobile, Software",2013,2013,10,10,GameSparks is a cloudbased platform for games developers to help them build and monetise their games.,AR/VR
378,375,375,Amazon,2017,Graphiq,Graphiq,,,,"Artificial Intelligence, Big Data, Data Visualization, Market Research, Search Engine, Semantic Web",2009,2009,250,250,Graphiq (formerly FindTheBest) is a data aggregation and visualization company.,AI/ML/Analytics
379,376,376,Amazon,2017,Wing.ae,Wing.ae,,,Souq,"Information Technology, Logistics, Mobile, SaaS",2005,2005,50,50,"An innovative mobile and web-based delivery app for businesses and individual consumers, linking courier companies and merchants.",Software
380,377,377,Amazon,2017,Body Labs,Body Labs,,,,"3D Technology, Artificial Intelligence, Computer Vision, Developer APIs, Machine Learning",2013,2013,50,50,Body Labs provides human-aware AI that understands the way we move and how weÃŒ_ÃŒ_Ã¥Ãˆre shaped to make our world more personal.,AI/ML/Analytics
381,378,378,Amazon,2017,Goo Technologies,"Goo Technologies (assets acquired, became Amazon Sumerian)",,,,"3D Technology, Internet, Software, Web Development",2011,2011,50,50,"Goo Technologies offers the Goo engine, a web-based 3D engine that can be used for games and visualizations.",AR/VR
382,379,379,Amazon,2017,Blink Home,Blink Home,,,,"Consumer Electronics, Electronics, Hardware, Security",2005,2005,50,50,Blink is a company that provides Wi-Fi home security cameras.,AR/VR
383,380,380,Amazon,2016,NICE,NICE,,,Amazon Web Services,"Cloud Infrastructure, Enterprise Software, Power Grid",1995,1995,50,50,NICE delivers comprehensive Grid & Cloud Solutions for companies and institutions,AR/VR
384,381,381,Amazon,2016,"Curse, Inc.","Curse, Inc.",,,Twitch,"Digital Media, Gaming, Video Games",2005,2005,250,250,Curse is a global multimedia and technology company that creates content and products for gamers.,Software
385,382,382,Amazon,2016,Biba Systems,Biba Systems,,,,"Apps, Messaging, Mobile",2012,2012,50,50,Biba is a mobile-first business conferencing and messaging app that helps people get in touch instantly.,Software
386,383,383,Amazon,2016,Cloud9 IDE,Cloud9 IDE,,,,"Cloud Computing, Enterprise Software, Mobile, Open Source, Software",2010,2010,50,50,Cloud9 IDE is a cloud-based Integrated Development Environment that allows web and mobile developers to collaborate in remote teams.,AR/VR
387,384,384,Amazon,2016,Emvantage Payments Pvt. Ltd.,Emvantage Payments Pvt. Ltd.,,,,"Mobile Payments, Payments",2012,2012,50,50,"Emvantage offers an online payment gateway platform compatible with credit card, debit card, and net banking.",Software
388,385,385,Amazon,2015,Annapurna Labs,"Annapurna Labs, a chip designer based in Yokneam, Israel",,,,"Cloud Computing, Cloud Storage, Data Storage",2011,2011,100,100,Annapurna Labs is inventing the next generation of cloud computing infrastructure and the storage/networking industry as a whole.,Software
389,386,386,Amazon,2015,2lemetry,"2lemetry, Internet of Things",,,,"Cloud Computing, Internet of Things, Software",2011,2011,50,50,2lemetry is an IoT platform and a technology provider that powers the connected enterprise.,AR/VR
390,387,387,Amazon,2015,ClusterK,"ClusterK, Cloud Technology",,,,Software,2013,2013,50,50,ClusterK offers software that enables high availability in the AWS Spot Market.,AR/VR
391,388,388,Amazon,2015,Shoefitr,"Shoefitr, 3D Shoe-fitting Technology",,,,"E-Commerce, Fashion, Personalization, Software",2010,2010,50,50,Shoefitr provides a software solution that enables online footwear retailers to recommend shoe sizes for customers.,AR/VR
392,389,389,Amazon,2015,Safaba Translation Systems,"Safaba Translation Systems, Automated Text Translation Software",,,,Software,2009,2009,50,50,Safaba Translation Solution provides enterprise machine translation solutions to leading global enterprises.,AR/VR
393,390,390,Amazon,2015,Elemental Technologies,"Elemental Technologies, video processing based in Portland, Oregon",,,,"Content Delivery Network, Enterprise Software, Video, Video Streaming",2006,2006,500,500,Elemental Technologies is the leading supplier of software-defined video solutions for multiscreen content delivery.,AR/VR
394,391,391,Amazon,2015,AppThwack,"AppThwack, mobile application testing based in Portland, Oregon",,,Amazon Web Services,"Android, Cyber Security, iOS, Mobile, SaaS, Test and Measurement",2012,2012,50,50,"AppThwack is a company based in Portland, Oregon, focused on building automation tools and services.",Software
395,392,392,Amazon,2014,Double Helix Games,Double Helix Games,,,,"Developer Platform, PC Games, Video Games",2007,2007,100,100,Double Helix Games is an independent game studio with a history that stretches back almost 20 years.,Hardware
396,393,393,Amazon,2014,comiXology,comiXology,,,,"Cloud Data Services, Comics, Digital Entertainment, Digital Media, Reading Apps",2007,2007,250,250,"Comixology delivers a cloud-based digital comics platform that enables users to discover, buy, and read comics.",AI/ML/Analytics
